product_id,rating
B09F5Z694W,3.80
B0B25LQQPC,4.30
B07GVGTSLN,4.20
B01LYLJ99X,4.20
B014SZPBM4,4.40
B08CZHGHKH,3.90
B0B2RBP83P,4.00
B078W65FJ7,4.20
B08S74GTBT,3.70
B0B9BD2YL4,4.50
B0BMXMLSMM,4.50
B0141EZMAI,3.60
B07QMRHWJD,4.30
B07W7Z6DVL,4.10
B07WMS7TWB,3.90
B00H47GVGY,3.60
B07VX71FZP,4.00
B07NCKMXVZ,4.10
B0B61DSF17,3.70
B07VQGVL68,3.90
B01LWYDEQ7,4.10
B07VNFP3C2,3.90
B00LUGTJGO,3.90
B01MQZ7J8K,3.90
B01GFTEV5Y,3.80
B00NW4UWN6,3.80
B01NCVJMKX,4.10
B00O24PUO6,4.10
B07GXPDLYQ,3.30
B01C8P29N0,4.20
B08KDBLMQP,4.00
B078JDNZJ8,4.30
B01M5F614J,4.00
B083GKDRKR,4.50
B097R2V1W8,4.10
B07YR26BJ3,4.00
B097R45BH8,4.20
B09X5C9VLK,3.80
B01C8P29T4,4.20
B00HVXS7WC,4.20
B096YCN3SD,3.60
B09LQH3SD9,3.80
B09KNMLH4Y,4.10
B00ABMASXG,4.10
B07QDSN9V6,4.10
B00YMJ0OI8,4.10
B0B8XNPQPN,4.20
B0814P4L98,4.00
B008QTK47Q,4.30
B088ZTJT2R,4.20
B0BK1K598K,4.20
B09Y5FZK9N,3.70
B09J2SCVQT,4.10
B00TDD0YM4,4.40
B078KRFWQB,3.80
B07SRM58TP,4.00
B00EDJJ7FS,4.20
B0832W3B7Q,3.80
B07WNK1FFN,4.20
B009P2LK08,4.00
B07DGD4Z4C,3.90
B07GMFY9QM,4.30
B0BGPN4GGH,3.80
B0B2DZ5S6R,4.00
B07S851WX5,4.20
B01MY839VW,4.20
B09LV1CMGH,3.60
B01EY310UM,4.30
B09NL7LBWT,4.00
B008YW8M0G,4.20
B097R3XH9R,4.10
B08TM71L54,4.00
B0BPBXNQQT,4.30
B00W56GLOQ,4.00
B0883KDSXC,3.90
B078V8R9BS,4.20
B08GSQXLJ2,4.10
B01M5B0TPW,4.40
B082KVTRW8,4.00
B08CFJBZRK,3.80
B07H3WDC4X,4.00
B09ZTZ9N3Q,3.10
B083P71WKK,4.30
B097R4D42G,4.20
B07MKMFKPG,4.40
B0949FPSFY,4.10
B08F47T4X5,4.20
B01M0505SJ,4.10
B08D6RCM3Q,4.10
B009P2LITG,4.10
B00V9NHDI4,3.90
B07WGPBXY9,3.90
B00KRCBA6E,3.80
B0B3X2BY3M,4.00
B00F159RIK,4.20
B08MV82R99,4.10
B09VKWGZD7,4.30
B009P2LK80,3.70
B00A7PLVU6,4.20
B0B25DJ352,4.30
B013B2WGT6,4.30
B097RJ867P,4.40
B091V8HK8Z,3.80
B071VNHMX2,4.50
B08MVSGXMY,3.80
B00H0B29DI,3.80
B01GZSQJPA,4.10
B08VGFX2B6,4.10
B09GYBZPHF,3.80
B0B4KPCBSH,3.30
B09CGLY5CX,4.00
B09JN37WBX,4.60
B01I1LDZGA,3.90
B0BN2576GQ,3.70
B06XPYRWV5,4.20
B01N1XVVLC,4.10
B00O2R38C4,4.10
B0B2CZTCL2,3.80
B00PVT30YI,4.10
B00SH18114,4.60
B00E9G8KOY,4.10
B00H3H03Q4,4.20
B0756K5DYZ,3.90
B0188KPKB2,4.10
B091KNVNS9,4.10
B075JJ5NQC,4.00
B0B5KZ3C53,3.70
B09NTHQRW3,4.10
B008YW3CYM,4.10
B07QHHCB27,4.10
B0BMFD94VD,3.30
B00HZIOGXW,4.10
B09CKSYBLR,4.10
B072J83V9W,4.40
B09MTLG4TP,4.30
B097XJQZ8H,4.10
B00935MD1C,3.70
B0BR4F878Q,4.80
B0B3G5XZN5,4.50
B07WKB69RS,4.00
B09DL9978Y,4.10
B06XMZV7RH,3.90
B09WMTJPG7,4.10
B09ZK6THRR,4.20
B07MP21WJD,4.10
B09XB1R2F3,3.50
B08Y5QJXSR,4.30
B07WJXCTG9,3.90
B09NBZ36F7,4.20
B0912WJ87V,3.80
B0BMTZ4T1D,4.50
B07Z51CGGH,3.80
B0BDG6QDYD,4.10
B00YQLG7GK,4.20
B00SMJPA9C,4.10
B0B9RN5X8B,4.20
B08QW937WV,4.50
B0B4PPD89B,4.00
B08GM5S4CQ,4.40
B00NM6MO26,4.00
B083M7WPZD,4.00
B07GLSKXS1,3.90
B09F6KL23R,4.00
B094G9L9LT,3.80
B09FZ89DK6,4.20
B0811VCGL5,4.30
B07FXLC2G2,4.20
B01LYU3BZF,4.30
B083RC4WFJ,4.20
B09SFRNKSR,4.40
B07NRTCDS5,3.80
B07SPVMSC6,4.10
B09H3BXWTK,3.90
B0073QGKAS,4.30
B08GJ57MKL,4.40
B009DA69W6,3.60
B099PR2GQJ,3.80
B08G8H8DPL,4.00
B08VGM3YMF,4.10
B08TTRVWKY,4.30
B07T4D9FNY,4.00
B07RX42D3D,3.90
B08WRKSF9D,4.40
B09R83SFYV,3.70
B07989VV5K,3.60
B07FL3WRX5,3.70
B0BPCJM7TB,4.00
B08H673XKN,4.20
B07DXRGWDJ,3.80
B08243SKCK,4.20
B09SPTNG58,3.90
B083J64CBB,4.00
B08JV91JTK,4.10
B0BQ3K23Y1,4.80
B09MT94QLL,4.20
B07NKNBTT3,4.10
B09KPXTZXN,4.00
B078HG2ZPS,3.90
B07N2MGB3G,4.10
B008LN8KDM,4.30
B08MZNT7GP,4.10
B009P2L7CO,4.20
B07YC8JHMB,3.90
B0BNQMF152,3.70
B08J7VCT12,4.10
B0989W6J2F,4.00
B0B84KSH3X,3.80
B08HLC7Z3G,4.20
B0BN6M3TCM,4.60
B01L6MT7E0,4.10
B0B9F9PT8R,3.30
B0883LQJ6B,4.20
B099Z83VRC,4.30
B00S9BSJC8,4.30
B0B4SJKRDF,4.30
B0BM4KTNL1,4.70
B08S6RKT4L,4.40
B09SZ5TWHW,3.90
B0BLC2BYPX,4.70
B00P0R95EA,4.10
B07W4HTS8Q,3.80
B078JBK4GX,4.40
B08S7V8YTN,4.30
B07H5PBN54,3.40
B07YCBSCYB,4.20
B098T9CJVQ,3.70
B01KCSGBU2,4.30
B095XCRDQW,4.30
B09CTWFV5W,4.40
B0B7NWGXS6,4.10
B07DZ986Q2,4.00
B07KKJPTWB,4.40
B071R3LHFM,3.80
B086X18Q71,4.30
B07WVQG8WZ,3.80
B0BFBNXS94,2.30
B071113J7M,4.50
B09YLWT89W,4.00
B0814LP6S9,3.70
B07BKSSDR2,4.00
B09VGS66FV,4.40
B07RCGTZ4M,4.10
B0747VDH9L,4.40
B08XLR6DSB,3.10
B08H6CZSHT,4.30
B07CVR2L5K,4.40
B09J4YQYX3,4.40
B0B2DD8BQ8,4.10
B0123P3PWE,4.10
B08HDCWDXD,4.00
B0836JGZ74,3.60
B0BCKJJN8R,3.90
B008P7IF02,3.90
B08CNLYKW5,3.80
B08C7TYHPB,4.10
B08VJFYH6N,4.10
B08235JZFB,4.10
B078XFKBZL,3.80
B01M265AAK,4.30
B0B694PXQJ,4.50
B00B3VFJY2,4.20
B08W9BK4MD,3.90
B09X5HD5T1,3.50
B08H6B3G96,4.30
B09N3BFP4M,3.90
B09DSQXCM8,3.90
B01M69WCZ6,4.00
B0BM9H2NY9,4.70
B099FDW2ZF,4.10
B0B935YNR7,3.80
B07JGCGNDG,4.10
B08L12N5H1,4.20
B07GWTWFS2,4.10
B09KRHXTLN,3.90
B09H34V36W,3.80
B09J2QCKKM,4.10
B09XRBJ94N,4.30
B07SLNG3LW,3.90
B0BNDGL26T,2.80
B095PWLLY6,4.00
B07Y9PY6Y1,4.50
B0BJ966M5K,4.60
B086GVRP63,4.10
B08MVXPTDG,4.10
B0BMZ6SY89,3.40
B09P1MFKG1,4.60
B01LY9W8AF,4.20
B07ZJND9B9,3.90
B0B2CWRDB1,4.20
B072NCN9M4,4.20
B08SKZ2RMG,4.10
B0B53DS4TF,4.80
B08BJN4MP3,4.40
B0BCYQY9X5,4.30
B009UORDX4,4.30
B08VGDBF3B,4.00
B012ELCYUG,4.30
B07S9M8YTY,4.00
B0B19VJXQZ,4.40
B00SMFPJG0,4.10
B0BHYLCL19,3.60
B0BPJBTB3F,2.00
B08MXJYB2V,4.00
B081B1JL35,3.70
B09VL9KFDB,3.80
B0B1MDZV9C,3.90
B08TT63N58,3.10
B08YK7BBD2,3.00
B07YQ5SN4H,4.00
B0B7FJNSZR,4.40
B01N6IJG0F,4.10
B0B84QN4CN,3.60
B0B8ZM9RVV,4.40
B01892MIPA,4.20
B08ZHYNTM1,4.30
B09SDDQQKP,3.80
B0B5RP43VN,4.10
B096NTB9XT,4.00
B078JF6X9B,4.20
B08CGW4GYR,3.60
B00A328ENA,4.20
B0763K5HLQ,4.10
B09PDZNSBG,4.20
B085LPT5F4,3.90
B0B9RZ4G4W,4.00
B0085W2MUQ,4.20
B09474JWN6,4.20
B09G2VTHQM,4.10
B07R679HTT,4.40
B00B7GKXMG,4.10
B07H3N8RJH,4.20
B07K2HVKLL,4.10
B09MQ9PDHR,3.90
B014HDJ7ZE,3.90
B07D2NMTTV,4.20
B075K76YW1,4.20
B0BNLFQDG2,3.70
B082ZQ4479,3.70
B09Y358DZQ,3.40
B09M3F4HGB,4.20
B07VZH6ZBB,4.00
B07F366Z51,4.10
B077BTLQ67,3.90
B07YSJ7FF1,4.00
B07TXCY3YK,3.90
B07TC9F7PN,4.20
B09NS5TKPN,4.30
B00LP9RFSU,4.00
B0B7L86YCB,2.60
B09VPH38JS,3.80
B01MUAUOCX,4.50
B09MB3DKG1,3.50
B08QHLXWV3,3.90
B07G147SZD,4.00
B09LH32678,4.00
B09R1YFL6S,3.50
B07Q4NJQC5,4.00
B097RN7BBK,3.40
B097MKZHNV,4.20
B07LG96SDB,3.80
B08KS2KQTK,4.10
B095K14P86,4.20
B08K36NZSV,4.30
B07LDPLSZC,4.20
B07F1T31ZZ,4.10
B0BNDRK886,3.90
B09ZVJXN5L,3.30
B08JKPVDKL,4.30
B09JFR8H3Q,3.90
B07LDN9Q2P,4.30
B08T8KWNQ9,3.60
B07Y1RCCW5,3.80
B0762HXMTF,3.90
B00K57MR22,4.60
B07TTSS5MP,3.80
B09ZDVL7L8,3.90
B09XHXXCFH,4.10
B0BL3R4RGS,3.60
B07P1BR7L8,4.40
B078WB1VWJ,4.30
B0BP89YBC1,4.70
B09W9V2PXG,4.30
B09XTQFFCG,3.90
B08LVVTGZK,3.90
B07J2BQZD6,3.70
B07HK53XM4,3.50
B08RDWBYCQ,4.00
B09FHHTL8L,4.10
B0BHNHMR3H,3.90
B07D8VBYB4,4.40
B0B3TBY2YX,4.30
B088WCFPQF,4.50
B07JZSG42Y,4.00
B08YRMBK9R,3.90
B00935MGHS,4.20
B07B5XJ572,4.10
B086199CWG,3.70
B0BBWJFK5C,4.10
B07GLS2563,4.20
B09P182Z2H,4.30
B0B59K1C8F,3.60
B06Y36JKC3,4.10
B075S9FVRY,4.50
B08SJVD8QD,4.20
B07FJNNZCJ,4.30
B09MFR93KS,4.00
B07Y5FDPKV,4.20
B0756KCV5K,4.20
B0BJ6P3LSK,4.50
B09HS1NDRQ,3.80
B018SJJ0GE,4.40
B09FPP3R1D,4.10
B01F7B2JCI,4.20
B09NNZ1GF7,4.30
B01CS4A5V4,4.10
B0BL11S5QK,4.20
B09BL2KHQW,4.10
B081RLM75M,3.90
B07SYYVP69,3.90
B0BDZWMGZ1,3.80
B078JT7LTD,4.60
B09WF4Q7B3,3.60
B092R48XXB,4.10
B00KIDSU8S,4.20
B0977CGNJJ,4.30
B08WWKM5HQ,3.90
B015GX9Y0W,3.90
B089BDBDGM,4.00
B0BPBG712X,4.40
B00JBNZPFM,4.20
B08N6P8G5K,4.50
B07NPBG1B4,4.10
B01MRARGBW,4.10
B07VZYMQNZ,4.20
B01L7C4IU2,4.20
B09H7JDJCW,4.00
B07F6GXNPB,4.30
B0B97D658R,3.60
B09NFSHCWN,3.50
B076VQS87V,4.30
B09LMMFW3S,3.60
B0BBLHTRM9,2.90
B0BJYSCWFQ,4.20
B0187F2IOK,4.40
B0B8CB7MHW,4.10
B07K19NYZ8,3.80
B08ZXZ362Z,3.50
B00GHL8VP2,4.10
B0B9JZW1SQ,3.20
B00TI8E7BI,4.40
B07J9KXQCC,3.60
B0B3JSWG81,3.10
B08L7J3T31,4.00
B01M6453MB,4.10
B009P2LIL4,3.60
B00J5DYCCA,4.00
B01486F4G6,4.30
